index,seed,family,n,m,delta,Delta,gamma,furones_size,furones_valid,ratio,tau,rho_n,within_rho,optimal
7183,8183,geometric_setcover,13,15,1,4,4,4,True,1.0,1.5385,4.0,True,True
7184,8184,perfect_code_perturbed,16,32,4,4,4,4,True,1.0,1.25,4.0,True,True
7185,8185,circulant_efficient,10,30,6,6,2,2,True,1.0,1.4,4.0,True,True
7186,8186,cocktail_multipartite,12,52,8,10,2,2,True,1.0,1.8333,4.0,True,True
7187,8187,random_regular,12,18,3,3,4,4,True,1.0,1.3333,4.0,True,True
7188,8188,random_dense,10,30,4,8,2,2,True,1.0,1.8,4.0,True,True
7189,8189,greedy_trap,11,15,2,4,3,3,True,1.0,1.3636,4.0,True,True
7190,8190,geometric_setcover,13,15,1,4,4,4,True,1.0,1.5385,4.0,True,True
7191,8191,perfect_code_perturbed,8,14,3,4,2,2,True,1.0,1.25,4.0,True,True
7192,8192,circulant_efficient,14,56,8,8,2,2,True,1.0,1.2857,4.0,True,True
7193,8193,cocktail_multipartite,8,24,6,6,2,2,True,1.0,1.75,4.0,True,True
7194,8194,random_regular,8,16,4,4,2,2,True,1.0,1.25,4.0,True,True
7195,8195,random_dense,16,75,7,12,2,2,True,1.0,1.625,4.0,True,True
7196,8196,greedy_trap,12,15,1,5,3,3,True,1.0,1.5,4.0,True,True
7197,8197,geometric_setcover,13,15,1,4,4,4,True,1.0,1.5385,4.0,True,True
7198,8198,perfect_code_perturbed,13,27,4,5,3,3,True,1.0,1.3846,4.0,True,True
7199,8199,circulant_efficient,12,48,8,8,2,2,True,1.0,1.5,4.0,True,True
7200,8200,cocktail_multipartite,12,60,10,10,2,2,True,1.0,1.8333,4.0,True,True
7201,8201,random_regular,10,15,3,3,3,3,True,1.0,1.2,4.0,True,True
7202,8202,random_dense,14,41,4,8,2,2,True,1.0,1.2857,4.0,True,True
7203,8203,greedy_trap,11,14,2,4,3,3,True,1.0,1.3636,4.0,True,True
7204,8204,geometric_setcover,16,21,1,6,3,3,True,1.0,1.3125,4.0,True,True
7205,8205,perfect_code_perturbed,11,23,4,5,3,3,True,1.0,1.6364,4.0,True,True
7206,8206,circulant_efficient,14,28,4,4,3,3,True,1.0,1.0714,4.0,True,True
7207,8207,cocktail_multipartite,12,60,10,10,2,2,True,1.0,1.8333,4.0,True,True
7208,8208,random_regular,16,32,4,4,4,4,True,1.0,1.25,4.0,True,True
7209,8209,random_dense,10,36,5,9,1,1,True,1.0,1.0,4.0,True,True
7210,8210,greedy_trap,10,13,1,5,3,3,True,1.0,1.8,4.0,True,True
7211,8211,geometric_setcover,13,15,1,4,4,4,True,1.0,1.5385,4.0,True,True
7212,8212,perfect_code_perturbed,15,32,4,5,3,3,True,1.0,1.2,4.0,True,True
7213,8213,circulant_efficient,10,30,6,6,2,2,True,1.0,1.4,4.0,True,True
7214,8214,cocktail_multipartite,6,8,2,4,2,2,True,1.0,1.6667,4.0,True,True
7215,8215,random_regular,12,30,5,5,2,2,True,1.0,1.0,4.0,True,True
7216,8216,random_dense,16,57,5,11,3,3,True,1.0,2.25,4.0,True,True
7217,8217,greedy_trap,13,16,1,4,3,3,True,1.0,1.1538,4.0,True,True
7218,8218,geometric_setcover,15,18,1,5,4,4,True,1.0,1.6,4.0,True,True
7219,8219,perfect_code_perturbed,11,23,4,5,3,3,True,1.0,1.6364,4.0,True,True
7220,8220,circulant_efficient,16,64,8,8,2,2,True,1.0,1.125,4.0,True,True
7221,8221,cocktail_multipartite,8,24,6,6,2,2,True,1.0,1.75,4.0,True,True
7222,8222,random_regular,10,20,4,4,2,2,True,1.0,1.0,4.0,True,True
7223,8223,random_dense,12,20,1,6,3,3,True,1.0,1.75,4.0,True,True
7224,8224,greedy_trap,13,15,1,4,3,3,True,1.0,1.1538,4.0,True,True
7225,8225,geometric_setcover,16,21,1,6,3,3,True,1.0,1.3125,4.0,True,True
7226,8226,perfect_code_perturbed,11,23,4,5,2,2,True,1.0,1.0909,4.0,True,True
7227,8227,circulant_efficient,12,48,8,8,2,2,True,1.0,1.5,4.0,True,True
7228,8228,cocktail_multipartite,8,24,6,6,2,2,True,1.0,1.75,4.0,True,True
7229,8229,random_regular,12,30,5,5,2,2,True,1.0,1.0,4.0,True,True
7230,8230,random_dense,16,70,5,12,2,2,True,1.0,1.625,4.0,True,True
7231,8231,greedy_trap,16,21,1,5,4,4,True,1.0,1.5,4.0,True,True
7232,8232,geometric_setcover,16,21,1,6,3,3,True,1.0,1.3125,4.0,True,True
7233,8233,perfect_code_perturbed,9,18,4,4,2,2,True,1.0,1.1111,4.0,True,True
7234,8234,circulant_efficient,10,20,4,4,2,2,True,1.0,1.0,4.0,True,True
7235,8235,cocktail_multipartite,14,73,10,11,2,2,True,1.0,1.7143,4.0,True,True
7236,8236,random_regular,8,16,4,4,2,2,True,1.0,1.25,4.0,True,True
7237,8237,random_dense,16,47,3,8,3,3,True,1.0,1.6875,4.0,True,True
7238,8238,greedy_trap,13,17,1,5,3,3,True,1.0,1.3846,4.0,True,True
7239,8239,geometric_setcover,15,18,1,5,3,3,True,1.0,1.2,4.0,True,True
7240,8240,perfect_code_perturbed,15,32,4,6,3,3,True,1.0,1.4,4.0,True,True
7241,8241,circulant_efficient,14,42,6,6,2,2,True,1.0,1.0,4.0,True,True
7242,8242,cocktail_multipartite,4,4,2,2,2,2,True,1.0,1.5,4.0,True,True
7243,8243,random_regular,10,25,5,5,2,2,True,1.0,1.2,4.0,True,True
7244,8244,random_dense,10,28,4,7,2,2,True,1.0,1.6,4.0,True,True
7245,8245,greedy_trap,15,15,1,4,4,4,True,1.0,1.3333,4.0,True,True
7246,8246,geometric_setcover,16,21,1,6,3,3,True,1.0,1.3125,4.0,True,True
7247,8247,perfect_code_perturbed,16,32,4,4,4,4,True,1.0,1.25,4.0,True,True
7248,8248,circulant_efficient,16,80,10,10,2,2,True,1.0,1.375,4.0,True,True
7249,8249,cocktail_multipartite,12,60,10,10,2,2,True,1.0,1.8333,4.0,True,True
7250,8250,random_regular,8,16,4,4,2,2,True,1.0,1.25,4.0,True,True
7251,8251,random_dense,10,29,3,8,2,2,True,1.0,1.8,4.0,True,True
7252,8252,greedy_trap,16,22,1,4,4,4,True,1.0,1.25,4.0,True,True
7253,8253,geometric_setcover,13,15,1,4,4,4,True,1.0,1.5385,4.0,True,True
7254,8254,perfect_code_perturbed,9,18,4,4,2,2,True,1.0,1.1111,4.0,True,True
7255,8255,circulant_efficient,16,80,10,10,2,2,True,1.0,1.375,4.0,True,True
7256,8256,cocktail_multipartite,10,40,8,8,2,2,True,1.0,1.8,4.0,True,True
7257,8257,random_regular,10,25,5,5,2,2,True,1.0,1.2,4.0,True,True
7258,8258,random_dense,10,29,3,8,2,2,True,1.0,1.8,4.0,True,True
7259,8259,greedy_trap,8,12,2,5,2,2,True,1.0,1.5,4.0,True,True
7260,8260,geometric_setcover,16,21,1,6,3,3,True,1.0,1.3125,4.0,True,True
7261,8261,perfect_code_perturbed,9,18,4,4,2,2,True,1.0,1.1111,4.0,True,True
7262,8262,circulant_efficient,10,30,6,6,2,2,True,1.0,1.4,4.0,True,True
7263,8263,cocktail_multipartite,5,6,2,3,2,2,True,1.0,1.6,4.0,True,True
7264,8264,random_regular,8,16,4,4,2,2,True,1.0,1.25,4.0,True,True
7265,8265,random_dense,8,15,3,6,2,2,True,1.0,1.75,4.0,True,True
7266,8266,greedy_trap,9,14,1,5,2,2,True,1.0,1.3333,4.0,True,True
7267,8267,geometric_setcover,10,10,1,3,3,3,True,1.0,1.2,4.0,True,True
7268,8268,perfect_code_perturbed,15,32,4,5,3,3,True,1.0,1.2,4.0,True,True
7269,8269,circulant_efficient,16,64,8,8,2,2,True,1.0,1.125,4.0,True,True
7270,8270,cocktail_multipartite,14,72,10,12,2,2,True,1.0,1.8571,4.0,True,True
7271,8271,random_regular,8,16,4,4,2,2,True,1.0,1.25,4.0,True,True
7272,8272,random_dense,14,39,4,8,3,3,True,1.0,1.9286,4.0,True,True
7273,8273,greedy_trap,7,10,2,4,2,2,True,1.0,1.4286,4.0,True,True
7274,8274,geometric_setcover,16,21,1,6,3,3,True,1.0,1.3125,4.0,True,True
7275,8275,perfect_code_perturbed,8,13,3,4,2,2,True,1.0,1.25,4.0,True,True
7276,8276,circulant_efficient,16,48,6,6,3,3,True,1.0,1.3125,4.0,True,True
7277,8277,cocktail_multipartite,11,40,7,8,2,2,True,1.0,1.6364,4.0,True,True
7278,8278,random_regular,14,35,5,5,3,3,True,1.0,1.2857,4.0,True,True
7279,8279,random_dense,10,18,1,7,2,2,True,1.0,1.6,4.0,True,True
7280,8280,greedy_trap,16,18,1,4,4,4,True,1.0,1.25,4.0,True,True
7281,8281,geometric_setcover,10,10,1,3,4,4,True,1.0,1.6,4.0,True,True
7282,8282,perfect_code_perturbed,8,15,3,5,2,2,True,1.0,1.5,4.0,True,True
7283,8283,circulant_efficient,14,28,4,4,3,3,True,1.0,1.0714,4.0,True,True
7284,8284,cocktail_multipartite,9,26,5,7,2,2,True,1.0,1.7778,4.0,True,True
7285,8285,random_regular,10,15,3,3,3,3,True,1.0,1.2,4.0,True,True
7286,8286,random_dense,12,38,4,8,2,2,True,1.0,1.5,4.0,True,True
7287,8287,greedy_trap,15,22,2,4,4,4,True,1.0,1.3333,4.0,True,True
7288,8288,geometric_setcover,16,21,1,6,3,3,True,1.0,1.3125,4.0,True,True
7289,8289,perfect_code_perturbed,15,30,4,4,3,3,True,1.0,1.0,4.0,True,True
7290,8290,circulant_efficient,12,24,4,4,3,3,True,1.0,1.25,4.0,True,True
7291,8291,cocktail_multipartite,12,60,10,10,2,2,True,1.0,1.8333,4.0,True,True
7292,8292,random_regular,8,20,5,5,2,2,True,1.0,1.5,4.0,True,True
7293,8293,random_dense,10,31,5,7,2,2,True,1.0,1.6,4.0,True,True
7294,8294,greedy_trap,10,14,2,5,3,3,True,1.0,1.8,4.0,True,True
7295,8295,geometric_setcover,16,21,1,6,3,3,True,1.0,1.3125,4.0,True,True
7296,8296,perfect_code_perturbed,15,32,4,5,3,3,True,1.0,1.2,4.0,True,True
7297,8297,circulant_efficient,10,30,6,6,2,2,True,1.0,1.4,4.0,True,True
7298,8298,cocktail_multipartite,9,27,6,6,2,2,True,1.0,1.5556,4.0,True,True
7299,8299,random_regular,16,64,8,8,3,3,True,1.0,1.6875,4.0,True,True
7300,8300,random_dense,8,11,1,4,3,3,True,1.0,1.875,4.0,True,True
7301,8301,greedy_trap,8,10,1,4,2,2,True,1.0,1.25,4.0,True,True
7302,8302,geometric_setcover,16,21,1,6,3,3,True,1.0,1.3125,4.0,True,True
7303,8303,perfect_code_perturbed,9,18,4,4,2,2,True,1.0,1.1111,4.0,True,True
7304,8304,circulant_efficient,16,48,6,6,3,3,True,1.0,1.3125,4.0,True,True
7305,8305,cocktail_multipartite,6,12,4,4,2,2,True,1.0,1.6667,4.0,True,True
7306,8306,random_regular,8,20,5,5,2,2,True,1.0,1.5,4.0,True,True
7307,8307,random_dense,8,21,4,6,2,2,True,1.0,1.75,4.0,True,True
7308,8308,greedy_trap,7,7,1,3,2,2,True,1.0,1.1429,4.0,True,True
7309,8309,geometric_setcover,16,21,1,6,3,3,True,1.0,1.3125,4.0,True,True
7310,8310,perfect_code_perturbed,15,32,4,5,3,3,True,1.0,1.2,4.0,True,True
7311,8311,circulant_efficient,16,48,6,6,3,3,True,1.0,1.3125,4.0,True,True
7312,8312,cocktail_multipartite,12,60,10,10,2,2,True,1.0,1.8333,4.0,True,True
7313,8313,random_regular,8,16,4,4,2,2,True,1.0,1.25,4.0,True,True
7314,8314,random_dense,8,12,2,5,3,3,True,1.0,2.25,4.0,True,True
7315,8315,greedy_trap,8,9,1,3,2,2,True,1.0,1.0,4.0,True,True
7316,8316,geometric_setcover,15,18,1,5,4,4,True,1.0,1.6,4.0,True,True
7317,8317,perfect_code_perturbed,16,34,4,5,4,4,True,1.0,1.5,4.0,True,True
7318,8318,circulant_efficient,10,30,6,6,2,2,True,1.0,1.4,4.0,True,True
7319,8319,cocktail_multipartite,10,36,6,8,2,2,True,1.0,1.8,4.0,True,True
7320,8320,random_regular,14,49,7,7,2,2,True,1.0,1.1429,4.0,True,True
7321,8321,random_dense,10,18,2,6,2,2,True,1.0,1.4,4.0,True,True
7322,8322,greedy_trap,10,16,1,5,2,2,True,1.0,1.2,4.0,True,True
7323,8323,geometric_setcover,15,18,1,5,4,4,True,1.0,1.6,4.0,True,True
7324,8324,perfect_code_perturbed,16,33,4,5,4,4,True,1.0,1.5,4.0,True,True
7325,8325,circulant_efficient,10,20,4,4,2,2,True,1.0,1.0,4.0,True,True
7326,8326,cocktail_multipartite,11,40,7,8,2,2,True,1.0,1.6364,4.0,True,True
7327,8327,random_regular,12,36,6,6,2,2,True,1.0,1.1667,4.0,True,True
7328,8328,random_dense,10,23,3,6,2,2,True,1.0,1.4,4.0,True,True
7329,8329,greedy_trap,16,19,1,4,4,4,True,1.0,1.25,4.0,True,True
7330,8330,geometric_setcover,15,18,1,5,5,5,True,1.0,2.0,4.0,True,True
7331,8331,perfect_code_perturbed,11,23,4,5,3,3,True,1.0,1.6364,4.0,True,True
7332,8332,circulant_efficient,14,28,4,4,3,3,True,1.0,1.0714,4.0,True,True
7333,8333,cocktail_multipartite,14,84,12,12,2,2,True,1.0,1.8571,4.0,True,True
7334,8334,random_regular,12,36,6,6,2,2,True,1.0,1.1667,4.0,True,True
7335,8335,random_dense,8,16,2,6,2,2,True,1.0,1.75,4.0,True,True
7336,8336,greedy_trap,16,20,1,5,4,4,True,1.0,1.5,4.0,True,True
7337,8337,geometric_setcover,10,10,1,3,3,3,True,1.0,1.2,4.0,True,True
7338,8338,perfect_code_perturbed,13,28,4,6,3,3,True,1.0,1.6154,4.0,True,True
7339,8339,circulant_efficient,10,20,4,4,2,2,True,1.0,1.0,4.0,True,True
7340,8340,cocktail_multipartite,8,16,4,4,2,2,True,1.0,1.25,4.0,True,True
7341,8341,random_regular,14,49,7,7,2,2,True,1.0,1.1429,4.0,True,True
7342,8342,random_dense,8,11,1,4,2,2,True,1.0,1.25,4.0,True,True
7343,8343,greedy_trap,13,17,1,5,3,3,True,1.0,1.3846,4.0,True,True
7344,8344,geometric_setcover,16,21,1,6,3,3,True,1.0,1.3125,4.0,True,True
7345,8345,perfect_code_perturbed,13,26,4,4,3,3,True,1.0,1.1538,4.0,True,True
7346,8346,circulant_efficient,16,64,8,8,2,2,True,1.0,1.125,4.0,True,True
7347,8347,cocktail_multipartite,10,40,8,8,2,2,True,1.0,1.8,4.0,True,True
7348,8348,random_regular,12,30,5,5,3,3,True,1.0,1.5,4.0,True,True
7349,8349,random_dense,12,38,3,9,2,2,True,1.0,1.6667,4.0,True,True
7350,8350,greedy_trap,16,19,1,6,4,4,True,1.0,1.75,4.0,True,True
7351,8351,geometric_setcover,10,10,1,3,3,3,True,1.0,1.2,4.0,True,True
7352,8352,perfect_code_perturbed,8,12,3,3,2,2,True,1.0,1.0,4.0,True,True
7353,8353,circulant_efficient,16,48,6,6,3,3,True,1.0,1.3125,4.0,True,True
7354,8354,cocktail_multipartite,8,24,6,6,2,2,True,1.0,1.75,4.0,True,True
7355,8355,random_regular,12,18,3,3,3,3,True,1.0,1.0,4.0,True,True
7356,8356,random_dense,12,43,5,9,2,2,True,1.0,1.6667,4.0,True,True
7357,8357,greedy_trap,12,17,1,5,3,3,True,1.0,1.5,4.0,True,True
7358,8358,geometric_setcover,13,15,1,4,4,4,True,1.0,1.5385,4.0,True,True
7359,8359,perfect_code_perturbed,8,14,3,4,2,2,True,1.0,1.25,4.0,True,True
7360,8360,circulant_efficient,16,48,6,6,3,3,True,1.0,1.3125,4.0,True,True
7361,8361,cocktail_multipartite,7,16,4,5,2,2,True,1.0,1.7143,4.0,True,True
7362,8362,random_regular,10,25,5,5,2,2,True,1.0,1.2,4.0,True,True
7363,8363,random_dense,10,23,3,6,2,2,True,1.0,1.4,4.0,True,True
7364,8364,greedy_trap,15,18,1,4,4,4,True,1.0,1.3333,4.0,True,True
7365,8365,geometric_setcover,16,21,1,6,3,3,True,1.0,1.3125,4.0,True,True
7366,8366,perfect_code_perturbed,16,32,4,4,4,4,True,1.0,1.25,4.0,True,True
7367,8367,circulant_efficient,10,30,6,6,2,2,True,1.0,1.4,4.0,True,True
7368,8368,cocktail_multipartite,8,16,4,4,2,2,True,1.0,1.25,4.0,True,True
7369,8369,random_regular,14,35,5,5,3,3,True,1.0,1.2857,4.0,True,True
7370,8370,random_dense,16,42,2,9,3,3,True,1.0,1.875,4.0,True,True
7371,8371,greedy_trap,9,11,1,4,2,2,True,1.0,1.1111,4.0,True,True
7372,8372,geometric_setcover,13,15,1,4,4,4,True,1.0,1.5385,4.0,True,True
7373,8373,perfect_code_perturbed,11,23,4,5,3,3,True,1.0,1.6364,4.0,True,True
7374,8374,circulant_efficient,12,48,8,8,2,2,True,1.0,1.5,4.0,True,True
7375,8375,cocktail_multipartite,6,12,4,4,2,2,True,1.0,1.6667,4.0,True,True
7376,8376,random_regular,8,20,5,5,2,2,True,1.0,1.5,4.0,True,True
7377,8377,random_dense,10,11,1,3,4,4,True,1.0,1.6,4.0,True,True
7378,8378,greedy_trap,7,6,1,3,2,2,True,1.0,1.1429,4.0,True,True
7379,8379,geometric_setcover,13,15,1,4,4,4,True,1.0,1.5385,4.0,True,True
7380,8380,perfect_code_perturbed,16,35,4,6,4,4,True,1.0,1.75,4.0,True,True
7381,8381,circulant_efficient,16,64,8,8,2,2,True,1.0,1.125,4.0,True,True
7382,8382,cocktail_multipartite,6,12,4,4,2,2,True,1.0,1.6667,4.0,True,True
7383,8383,random_regular,12,24,4,4,3,3,True,1.0,1.25,4.0,True,True
7384,8384,random_dense,10,20,2,6,2,2,True,1.0,1.4,4.0,True,True
7385,8385,greedy_trap,8,10,2,4,2,2,True,1.0,1.25,4.0,True,True
7386,8386,geometric_setcover,15,18,1,5,4,4,True,1.0,1.6,4.0,True,True
7387,8387,perfect_code_perturbed,16,35,4,6,4,4,True,1.0,1.75,4.0,True,True
7388,8388,circulant_efficient,14,56,8,8,2,2,True,1.0,1.2857,4.0,True,True
7389,8389,cocktail_multipartite,11,40,7,8,2,2,True,1.0,1.6364,4.0,True,True
7390,8390,random_regular,14,35,5,5,3,3,True,1.0,1.2857,4.0,True,True
7391,8391,random_dense,14,44,2,8,3,3,True,1.0,1.9286,4.0,True,True
7392,8392,greedy_trap,7,7,1,3,2,2,True,1.0,1.1429,4.0,True,True
7393,8393,geometric_setcover,16,21,1,6,3,3,True,1.0,1.3125,4.0,True,True
7394,8394,perfect_code_perturbed,16,34,4,5,4,4,True,1.0,1.5,4.0,True,True
7395,8395,circulant_efficient,12,24,4,4,3,3,True,1.0,1.25,4.0,True,True
7396,8396,cocktail_multipartite,7,12,3,4,2,2,True,1.0,1.4286,4.0,True,True
7397,8397,random_regular,10,15,3,3,3,3,True,1.0,1.2,4.0,True,True
7398,8398,random_dense,8,17,3,6,2,2,True,1.0,1.75,4.0,True,True
7399,8399,greedy_trap,7,9,2,3,2,2,True,1.0,1.1429,4.0,True,True
7400,8400,geometric_setcover,10,10,1,3,4,4,True,1.0,1.6,4.0,True,True
7401,8401,perfect_code_perturbed,16,32,4,4,4,4,True,1.0,1.25,4.0,True,True
7402,8402,circulant_efficient,12,48,8,8,2,2,True,1.0,1.5,4.0,True,True
7403,8403,cocktail_multipartite,13,62,9,11,2,2,True,1.0,1.8462,4.0,True,True
7404,8404,random_regular,8,16,4,4,2,2,True,1.0,1.25,4.0,True,True
7405,8405,random_dense,10,16,1,5,3,3,True,1.0,1.8,4.0,True,True
7406,8406,greedy_trap,12,19,2,4,3,3,True,1.0,1.25,4.0,True,True
7407,8407,geometric_setcover,13,15,1,4,4,4,True,1.0,1.5385,4.0,True,True
7408,8408,perfect_code_perturbed,8,12,3,3,2,2,True,1.0,1.0,4.0,True,True
7409,8409,circulant_efficient,12,36,6,6,2,2,True,1.0,1.1667,4.0,True,True
7410,8410,cocktail_multipartite,11,40,7,8,2,2,True,1.0,1.6364,4.0,True,True
7411,8411,random_regular,10,20,4,4,2,2,True,1.0,1.0,4.0,True,True
7412,8412,random_dense,8,7,1,3,3,3,True,1.0,1.5,4.0,True,True
7413,8413,greedy_trap,16,16,1,4,4,4,True,1.0,1.25,4.0,True,True
7414,8414,geometric_setcover,15,18,1,5,4,4,True,1.0,1.6,4.0,True,True
7415,8415,perfect_code_perturbed,7,14,4,4,2,2,True,1.0,1.4286,4.0,True,True
7416,8416,circulant_efficient,12,36,6,6,2,2,True,1.0,1.1667,4.0,True,True
7417,8417,cocktail_multipartite,8,24,6,6,2,2,True,1.0,1.75,4.0,True,True
7418,8418,random_regular,8,16,4,4,2,2,True,1.0,1.25,4.0,True,True
7419,8419,random_dense,16,58,4,12,2,2,True,1.0,1.625,4.0,True,True
7420,8420,greedy_trap,9,12,1,4,2,2,True,1.0,1.1111,4.0,True,True
7421,8421,geometric_setcover,10,10,1,3,4,4,True,1.0,1.6,4.0,True,True
7422,8422,perfect_code_perturbed,9,18,4,4,2,2,True,1.0,1.1111,4.0,True,True
7423,8423,circulant_efficient,14,56,8,8,2,2,True,1.0,1.2857,4.0,True,True
7424,8424,cocktail_multipartite,10,40,8,8,2,2,True,1.0,1.8,4.0,True,True
7425,8425,random_regular,14,21,3,3,4,4,True,1.0,1.1429,4.0,True,True
7426,8426,random_dense,10,14,1,6,3,3,True,1.0,2.1,4.0,True,True
7427,8427,greedy_trap,14,16,1,4,4,4,True,1.0,1.4286,4.0,True,True
7428,8428,geometric_setcover,10,10,1,3,3,3,True,1.0,1.2,4.0,True,True
7429,8429,perfect_code_perturbed,8,13,3,4,2,2,True,1.0,1.25,4.0,True,True
7430,8430,circulant_efficient,14,56,8,8,2,2,True,1.0,1.2857,4.0,True,True
7431,8431,cocktail_multipartite,12,60,10,10,2,2,True,1.0,1.8333,4.0,True,True
7432,8432,random_regular,10,20,4,4,3,3,True,1.0,1.5,4.0,True,True
7433,8433,random_dense,10,26,4,7,2,2,True,1.0,1.6,4.0,True,True
7434,8434,greedy_trap,14,22,1,5,4,4,True,1.0,1.7143,4.0,True,True
7435,8435,geometric_setcover,15,18,1,5,4,4,True,1.0,1.6,4.0,True,True
7436,8436,perfect_code_perturbed,7,14,4,4,2,2,True,1.0,1.4286,4.0,True,True
7437,8437,circulant_efficient,10,20,4,4,2,2,True,1.0,1.0,4.0,True,True
7438,8438,cocktail_multipartite,12,60,10,10,2,2,True,1.0,1.8333,4.0,True,True
7439,8439,random_regular,12,30,5,5,3,3,True,1.0,1.5,4.0,True,True
7440,8440,random_dense,14,48,4,9,2,2,True,1.0,1.4286,4.0,True,True
7441,8441,greedy_trap,16,17,1,4,4,4,True,1.0,1.25,4.0,True,True
7442,8442,geometric_setcover,15,18,1,5,4,4,True,1.0,1.6,4.0,True,True
7443,8443,perfect_code_perturbed,9,20,4,5,2,2,True,1.0,1.3333,4.0,True,True
7444,8444,circulant_efficient,16,64,8,8,2,2,True,1.0,1.125,4.0,True,True
7445,8445,cocktail_multipartite,8,24,6,6,2,2,True,1.0,1.75,4.0,True,True
7446,8446,random_regular,14,21,3,3,4,4,True,1.0,1.1429,4.0,True,True
7447,8447,random_dense,12,29,1,8,3,3,True,1.0,2.25,4.0,True,True
7448,8448,greedy_trap,11,16,2,5,3,3,True,1.0,1.6364,4.0,True,True
7449,8449,geometric_setcover,16,21,1,6,3,3,True,1.0,1.3125,4.0,True,True
7450,8450,perfect_code_perturbed,8,12,3,3,2,2,True,1.0,1.0,4.0,True,True
7451,8451,circulant_efficient,10,30,6,6,2,2,True,1.0,1.4,4.0,True,True
7452,8452,cocktail_multipartite,10,33,6,7,2,2,True,1.0,1.6,4.0,True,True
7453,8453,random_regular,14,35,5,5,3,3,True,1.0,1.2857,4.0,True,True
7454,8454,random_dense,16,58,5,11,2,2,True,1.0,1.5,4.0,True,True
7455,8455,greedy_trap,8,11,2,3,2,2,True,1.0,1.0,4.0,True,True
7456,8456,geometric_setcover,13,15,1,4,4,4,True,1.0,1.5385,4.0,True,True
7457,8457,perfect_code_perturbed,15,31,4,5,3,3,True,1.0,1.2,4.0,True,True
7458,8458,circulant_efficient,10,30,6,6,2,2,True,1.0,1.4,4.0,True,True
7459,8459,cocktail_multipartite,6,12,4,4,2,2,True,1.0,1.6667,4.0,True,True
7460,8460,random_regular,10,25,5,5,2,2,True,1.0,1.2,4.0,True,True
7461,8461,random_dense,10,28,4,8,2,2,True,1.0,1.8,4.0,True,True
7462,8462,greedy_trap,16,22,1,4,4,4,True,1.0,1.25,4.0,True,True
7463,8463,geometric_setcover,13,15,1,4,4,4,True,1.0,1.5385,4.0,True,True
7464,8464,perfect_code_perturbed,16,32,4,4,4,4,True,1.0,1.25,4.0,True,True
7465,8465,circulant_efficient,16,48,6,6,3,3,True,1.0,1.3125,4.0,True,True
7466,8466,cocktail_multipartite,10,32,6,8,2,2,True,1.0,1.8,4.0,True,True
7467,8467,random_regular,16,24,3,3,5,5,True,1.0,1.25,4.0,True,True
7468,8468,random_dense,10,17,1,5,2,2,True,1.0,1.2,4.0,True,True
7469,8469,greedy_trap,12,16,1,4,3,3,True,1.0,1.25,4.0,True,True
7470,8470,geometric_setcover,10,10,1,3,3,3,True,1.0,1.2,4.0,True,True
7471,8471,perfect_code_perturbed,16,33,4,5,4,4,True,1.0,1.5,4.0,True,True
7472,8472,circulant_efficient,16,64,8,8,2,2,True,1.0,1.125,4.0,True,True
7473,8473,cocktail_multipartite,8,16,4,4,2,2,True,1.0,1.25,4.0,True,True
7474,8474,random_regular,10,20,4,4,3,3,True,1.0,1.5,4.0,True,True
7475,8475,random_dense,14,38,2,8,3,3,True,1.0,1.9286,4.0,True,True
7476,8476,greedy_trap,11,13,1,4,3,3,True,1.0,1.3636,4.0,True,True
7477,8477,geometric_setcover,15,18,1,5,4,4,True,1.0,1.6,4.0,True,True
7478,8478,perfect_code_perturbed,15,30,4,4,3,3,True,1.0,1.0,4.0,True,True
7479,8479,circulant_efficient,12,36,6,6,2,2,True,1.0,1.1667,4.0,True,True
7480,8480,cocktail_multipartite,10,32,6,8,2,2,True,1.0,1.8,4.0,True,True
7481,8481,random_regular,16,40,5,5,3,3,True,1.0,1.125,4.0,True,True
7482,8482,random_dense,12,38,5,8,2,2,True,1.0,1.5,4.0,True,True
7483,8483,greedy_trap,11,16,1,5,3,3,True,1.0,1.6364,4.0,True,True
7484,8484,geometric_setcover,13,15,1,4,4,4,True,1.0,1.5385,4.0,True,True
7485,8485,perfect_code_perturbed,7,14,4,4,2,2,True,1.0,1.4286,4.0,True,True
7486,8486,circulant_efficient,14,56,8,8,2,2,True,1.0,1.2857,4.0,True,True
7487,8487,cocktail_multipartite,9,26,5,7,2,2,True,1.0,1.7778,4.0,True,True
7488,8488,random_regular,10,25,5,5,2,2,True,1.0,1.2,4.0,True,True
7489,8489,random_dense,14,62,6,12,2,2,True,1.0,1.8571,4.0,True,True
7490,8490,greedy_trap,7,7,1,3,2,2,True,1.0,1.1429,4.0,True,True
7491,8491,geometric_setcover,16,21,1,6,3,3,True,1.0,1.3125,4.0,True,True
7492,8492,perfect_code_perturbed,15,33,4,6,3,3,True,1.0,1.4,4.0,True,True
7493,8493,circulant_efficient,14,42,6,6,2,2,True,1.0,1.0,4.0,True,True
7494,8494,cocktail_multipartite,9,26,5,7,2,2,True,1.0,1.7778,4.0,True,True
7495,8495,random_regular,8,12,3,3,2,2,True,1.0,1.0,4.0,True,True
7496,8496,random_dense,14,48,3,11,2,2,True,1.0,1.7143,4.0,True,True
7497,8497,greedy_trap,16,24,1,5,4,4,True,1.0,1.5,4.0,True,True
